0.5,0.5,0.42603034,0.4499349,0.35694626,0.37526506,0.3053524,0.3127827,0.2583253,0.28557312,0.40293646,0.2563088,0.37142563,0.16582379,0.34874415,0.106431365,0.33138317,0.056614578,0.44077045,0.23703676,0.42893058,0.1234425,0.42814672,0.04918194,0.41366005,0.0,0.47870654,0.24521619,0.46783292,0.14009452,0.4627028,0.07199556,0.46301097,0.012967378,0.5165437,0.27652514,0.5239224,0.20977098,0.51343125,0.16429234,0.5108311,0.11807674,0.5,0.5,0.5427228,0.5290702,0.561015,0.5969697,0.53576165,0.6475005,0.50261617,0.67119724,0.54949343,0.6956015,0.5784494,0.7575457,0.60311407,0.75147176,0.6155289,0.7282936,0.5225878,0.70427513,0.52741164,0.76994693,0.52933854,0.7009989,0.529758,0.6447902,0.49060285,0.6843041,0.48165113,0.72851825,0.48626167,0.6747521,0.48637426,0.6368434,0.45823902,0.64887774,0.41872787,0.68256503,0.39023465,0.64673674,0.36610186,0.6170547
0.5,0.5,0.4376456,0.46937877,0.3860147,0.41629958,0.3463958,0.37320846,0.31289756,0.32495636,0.3448336,0.30953476,0.27863634,0.23234123,0.2383228,0.18334085,0.19994742,0.14289683,0.36959434,0.2917101,0.30747014,0.19789076,0.27211025,0.1390667,0.24024454,0.09171164,0.4054793,0.29271388,0.39100385,0.19863188,0.38305736,0.13371411,0.37557,0.08162439,0.44782865,0.29100972,0.42337412,0.24166393,0.42588586,0.21948066,0.43531895,0.18438715,0.5,0.5,0.5472945,0.5020496,0.57513076,0.5509746,0.56268656,0.6064856,0.54395586,0.6221661,0.5556641,0.63734794,0.58976996,0.69116676,0.6188248,0.71461946,0.6336944,0.6929672,0.53333956,0.67364657,0.54824084,0.7620605,0.5654067,0.81247634,0.57992566,0.85414916,0.5081144,0.68117094,0.5074857,0.6952946,0.5106678,0.6408914,0.51490843,0.60762167,0.47673124,0.65832025,0.45907152,0.6817908,0.44634384,0.63939184,0.43518144,0.609611
0.5,0.5,0.5552023,0.48545712,0.62479067,0.4476701,0.6497637,0.40088713,0.6239009,0.36298493,0.593905,0.2654903,0.61661005,0.17312083,0.6384245,0.115487576,0.65749156,0.06341869,0.56162155,0.23544338,0.5885966,0.11649877,0.6017964,0.042094767,0.60573804,0.0,0.5237887,0.2359004,0.532184,0.12405318,0.532568,0.054106265,0.533381,0.0,0.48082954,0.26180506,0.46228072,0.1830476,0.4492196,0.13109094,0.43890417,0.08260685,0.5,0.5,0.41530097,0.50394416,0.33868194,0.540319,0.27869225,0.5731028,0.22924304,0.57224303,0.37608552,0.64838487,0.33720934,0.6841836,0.3142438,0.6832839,0.29544687,0.67396486,0.42327952,0.6664859,0.40681922,0.7069168,0.39619458,0.69266737,0.38277984,0.6904386,0.47108966,0.67271197,0.44949138,0.7040168,0.44336164,0.6587117,0.44282866,0.63234293,0.51843125,0.66780543,0.493263,0.68716943,0.4831686,0.6493386,0.48296183,0.6246239
0.5,0.5,0.43549132,0.44374198,0.36919808,0.3935169,0.3193093,0.32982385,0.28197116,0.28748554,0.39337784,0.2922941,0.34116638,0.2520478,0.35055327,0.25755915,0.36918998,0.2226184,0.437244,0.2927723,0.38096088,0.23321614,0.38360244,0.29858947,0.3965605,0.32721066,0.47891927,0.29941598,0.42048472,0.26029938,0.42312676,0.32298672,0.43870932,0.35163242,0.5167426,0.31144503,0.45664024,0.25771362,0.45343548,0.29653585,0.46401155,0.26708168,0.5,0.5,0.54088265,0.5174972,0.57323164,0.5587686,0.58570784,0.59926534,0.56658196,0.5990371,0.5544163,0.6371473,0.5617837,0.6373778,0.5643456,0.5932509,0.56525564,0.5928066,0.5277366,0.6407221,0.5392723,0.5893395,0.54140127,0.54994553,0.5390458,0.55245954,0.49941558,0.61232746,0.5092104,0.53836083,0.5119981,0.5128438,0.5131112,0.5217753,0.45565027,0.55610895,0.46248925,0.506097,0.44996887,0.48520672,0.43820798,0.49246734
0.5,0.5,0.55115545,0.478131,0.6071118,0.4127642,0.60458684,0.34696668,0.56683624,0.3116457,0.5694936,0.27040815,0.5860617,0.1812095,0.6102028,0.126351,0.630638,0.08226031,0.53650653,0.25187927,0.5568919,0.13104159,0.5710673,0.057492256,0.57869184,0.001667887,0.502143,0.2623341,0.5222713,0.19042757,0.53516805,0.24967933,0.5398099,0.30443782,0.46565002,0.29027686,0.48530793,0.25819743,0.50659156,0.2963742,0.51359725,0.32852468,0.5,0.5,0.4317044,0.49309522,0.3481903,0.52990085,0.31347048,0.5860679,0.3489588,0.62776977,0.34075552,0.62661207,0.3164717,0.6516508,0.33563054,0.6475234,0.3196181,0.62497544,0.3823886,0.65156204,0.3613037,0.6940822,0.3788129,0.65549767,0.35511613,0.6322265,0.42797893,0.661845,0.4169181,0.69332236,0.43519425,0.63888764,0.4394809,0.6046939,0.48049557,0.65084565,0.46850133,0.6768586,0.47411156,0.634603,0.47552156,0.60898644
0.5,0.5,0.4608966,0.4004897,0.41303897,0.3251614,0.37795156,0.25491065,0.35739774,0.19321328,0.3490811,0.36177963,0.27514863,0.38891292,0.28917843,0.40427375,0.31268084,0.40409303,0.3471079,0.42718643,0.28131497,0.44717205,0.30308008,0.45423,0.33190596,0.45149487,0.35412955,0.4539479,0.3020167,0.44094136,0.32439995,0.4556541,0.35132545,0.4677052,0.36640108,0.41042253,0.32339805,0.3919213,0.3449074,0.4126202,0.3680446,0.43020144,0.5,0.5,0.534496,0.44160903,0.5777878,0.3827529,0.60281307,0.32669926,0.6100205,0.2781614,0.648146,0.4432901,0.69347966,0.4463107,0.6590115,0.4523003,0.63315046,0.451118,0.64507425,0.4962468,0.685257,0.50222874,0.64084977,0.49671036,0.6199091,0.4894961,0.6331005,0.5073918,0.6708347,0.49707663,0.6336518,0.4970079,0.61222374,0.50107914,0.6156228,0.4477445,0.6519435,0.45229787,0.6276591,0.45565528,0.60860294,0.459099
0.5,0.5,0.4603321,0.4422552,0.41978163,0.39475977,0.4024669,0.35738376,0.401847,0.3265352,0.3642853,0.43290883,0.30519384,0.42899638,0.27018988,0.43240172,0.240726,0.43537033,0.38164628,0.44854736,0.35675263,0.42826465,0.38358396,0.45047623,0.40228617,0.46379453,0.38447264,0.41600034,0.36135054,0.39552835,0.39524037,0.42682236,0.41264594,0.45025587,0.38626674,0.3907019,0.35599905,0.3700815,0.3836763,0.39912975,0.4015395,0.42147258,0.5,0.5,0.50844294,0.43388367,0.5290069,0.36909723,0.5401383,0.31774265,0.5359231,0.27286118,0.5904728,0.39721757,0.62572277,0.38557482,0.5964838,0.4029612,0.5765051,0.41500604,0.5945689,0.44341862,0.62689996,0.43592256,0.5960263,0.4476999,0.57662934,0.45219302,0.5929006,0.48671824,0.6123104,0.48533237,0.5868183,0.48952037,0.5709032,0.49168843,0.5651437,0.457056,0.58205867,0.45555145,0.5669639,0.46180153,0.5556979,0.46722037
0.5,0.5,0.5337035,0.567505,0.58376753,0.63888067,0.61848736,0.70709944,0.6315539,0.76990116,0.68112695,0.56739837,0.75014,0.56886095,0.7226441,0.58363986,0.68779343,0.5847112,0.68284714,0.5161074,0.758784,0.51039827,0.7157977,0.5312075,0.68051326,0.53566027,0.67308587,0.46602878,0.74555105,0.453835,0.70329726,0.47829318,0.667458,0.4845929,0.6542354,0.41437024,0.7014781,0.405429,0.68035215,0.43072617,0.6561517,0.4400374,0.5,0.5,0.4662965,0.432495,0.41623247,0.36111933,0.38151264,0.29290056,0.3684461,0.23009884,0.31887305,0.43260163,0.24985999,0.43113905,0.2773559,0.41636014,0.31220657,0.4152888,0.31715286,0.48389262,0.241216,0.48960173,0.28420228,0.4687925,0.31948674,0.46433973,0.32691413,0.5339712,0.25444895,0.546165,0.29670274,0.5217068,0.332542,0.5154071,0.34576458,0.58562976,0.29852188,0.594571,0.31964785,0.5692738,0.3438483,0.55996263
0.5,0.5,0.4475202,0.4329434,0.41427287,0.3347913,0.38070774,0.2586137,0.34720966,0.20893729,0.45591938,0.2432608,0.44266135,0.14011413,0.43374658,0.07603389,0.42683023,0.025235474,0.49342728,0.25652105,0.50419426,0.14333212,0.51115286,0.072577894,0.5193199,0.016538769,0.52505624,0.28516167,0.5435909,0.19419551,0.5234425,0.13270962,0.50819325,0.08173913,0.54954773,0.32273364,0.56191933,0.27589327,0.54619414,0.24548256,0.5335771,0.2189523,0.5,0.5,0.5357729,0.5456323,0.5325042,0.61388403,0.4852754,0.6611003,0.4453869,0.67986166,0.48549497,0.70742315,0.46408737,0.7936276,0.44802374,0.8473828,0.43243092,0.8917049,0.43783122,0.7049892,0.40249622,0.803856,0.38011748,0.86288214,0.36080682,0.9153013,0.39922076,0.6796655,0.35690796,0.68987995,0.33194977,0.64142513,0.31114572,0.61239094,0.36944717,0.64042366,0.3136866,0.65653586,0.27510697,0.62196326,0.24179488,0.59790426
0.5,0.5,0.40965897,0.45593393,0.3183928,0.37967753,0.24745703,0.3256386,0.18794161,0.27167082,0.31076878,0.24857521,0.2454474,0.14836824,0.20470718,0.084584534,0.17155653,0.031014621,0.35247552,0.22818393,0.2911592,0.112519145,0.25167525,0.039343596,0.21718866,0.0,0.40502226,0.20775026,0.35891926,0.09234798,0.3270257,0.020589381,0.29612744,0.0,0.465854,0.21013278,0.4601072,0.1125789,0.4562164,0.04727927,0.45042282,0.0,0.5,0.5,0.57101625,0.49681896,0.6250074,0.53110224,0.6657302,0.557755,0.68444717,0.56448656,0.5764336,0.7242446,0.6117454,0.8065582,0.6240355,0.7920393,0.6331162,0.7617866,0.54333925,0.76078844,0.5553321,0.87046355,0.5636394,0.93898016,0.5710373,0.996405,0.4975075,0.75984466,0.49964613,0.86556756,0.50307995,0.9342339,0.5076836,0.9936316,0.45245618,0.72955817,0.42598486,0.8017789,0.405959,0.84789634,0.3887589,0.8898393
